award_id,agency_name,sub_agency,action_date,mod_date,mod_number,fed_obligate,covid_outlay,covid_obligate,covid_code,n_code,recipient,city,state,place_zip,non_profit,hospital_flag,naics_description,award_type,award_desc,permalink,file
N6264518F0325,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,2020-12-15,2021-02-20T11:53:30Z,P00020,1181779.2,NA,51801.5,N|Q,2,"ARORA GROUP, INC., THE",GAITHERSBURG,MD,285420100,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,REGISTERED NURSE CASE MANAGER,https://www.usaspending.gov/award/CONT_AWD_N6264518F0325_9700_HT005018D0035_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
FA452818F1007,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,2020-12-15,2021-02-20T11:53:30Z,P00005,0,NA,102697.92,N|Q,2,"READIFORCE GOVERNMENT SOLUTIONS, LLC",SAN ANTONIO,TX,587055000,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,PHYSICIAN EXTENDER (PA/NP) PT - MINOT AFB,https://www.usaspending.gov/award/CONT_AWD_FA452818F1007_9700_HT005018D0025_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
HT001419F0035,DEPARTMENT OF DEFENSE (DOD),DEFENSE HEALTH AGENCY (DHA),2020-12-15,2021-02-20T11:53:30Z,P00020,-119190.5,NA,-134143.29,N|Q,2,"DECYPHER TECHNOLOGIES, LTD.",SAN ANTONIO,TX,782584092,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,"ANESTHESIA TECHNICIAN, GASTROENTEROLOGY TECHNICIAN, STERILE PROCESSOR, OR TECHNICIAN, TELEMETRY TECHNICIAN, AND PARAMEDIC SERVICES",https://www.usaspending.gov/award/CONT_AWD_HT001419F0035_9700_HT005018D0018_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
FA452818F1004,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,2020-12-15,2021-02-19T16:14:36Z,P00004,0,NA,NA,Q,1,"READIFORCE GOVERNMENT SOLUTIONS, LLC",SAN ANTONIO,TX,587055000,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,PHYSICIAN - FLIGHT SURGEON - MINOT AFB,https://www.usaspending.gov/award/CONT_AWD_FA452818F1004_9700_HT005018D0025_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B51720FVB210001,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-01-23T21:58:29Z,P00004,321.97,NA,NA,Q,1,"SEVEN CORNERS, INC",CARMEL,IN,460325631,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES FOR FDC HOUSTON,https://www.usaspending.gov/award/CONT_AWD_15B51720FVB210001_1540_DJBP051700000016_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B31720FVB230005,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-01-22T17:58:43Z,P00005,136.71,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,352162158,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,"PLEASE MODIFY PURCHASE ORDER VB23005 FOR NAPHCARE INCREASE THE ESTIMATED OBLIGATION BY $136.71 FOR THE MONTH OF JANUARY. PO AMOUNT: $33,894.37 NEW AMOUNT: $34,031.08",https://www.usaspending.gov/award/CONT_AWD_15B31720FVB230005_1540_DJBP031700000033_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
W91YTZ19F0255,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,2020-12-15,2021-03-08T13:13:40Z,P00006,0,62664.44,-157568.36,N,1,"AKAHI INGENESIS PARTNERS, LLC",HONOLULU,HI,109961197,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,REGULAR HOURS - OPT 1 THE REASON FOR THIS MODIFICATION IS TO CHANGE THE PRODUCT SERVICE CODE (PSC) FROM Q999 TO PRODUCT SERVICE CODE (PSC) Q201 IAW USAHCA SCO ALERT 21-008 MEDICAL SERVICE CATEGORY AND INAPPROPRIATE USE OF Q999,https://www.usaspending.gov/award/CONT_AWD_W91YTZ19F0255_9700_HT005018D0027_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B20420PVB210003,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-02-24T10:39:16Z,P00003,-10000,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,083202000,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,FCI FAIRTON OFF SITE COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF DECEMBER 2019  **LARGE BUSINESS**,https://www.usaspending.gov/award/CONT_AWD_15B20420PVB210003_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
W912D120F0010,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,2020-12-15,2020-12-15T02:00:02Z,P00002,0,NA,-87.11,N,1,INTERNATIONAL HEALTH CLINIC SERVICES KSC,SALMIYA,NA,NA,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,BPA CALL,INTERNATIONAL FY20 OMA. EXTEND THE POP THREE MONTHS. POP NOW 01 OCT 2019 TO 31 MAR 2021.,https://www.usaspending.gov/award/CONT_AWD_W912D120F0010_9700_W912D117A0002_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B20420PVB210004,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-02-28T12:02:43Z,P00005,10000,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,083202000,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,FCI FAIRTON OFF SITE COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF JANUARY 2020.  **LARGE BUSINESS**,https://www.usaspending.gov/award/CONT_AWD_15B20420PVB210004_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B21120FVB110045,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-01-22T17:58:43Z,P00003,-2257,NA,NA,Q,1,"AKESO CARE MANAGEMENT, INC.",INDIANAPOLIS,IN,109630600,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,MARCH ON-SITE MEDICAL SERVICES FOR FCI OTISVILLE,https://www.usaspending.gov/award/CONT_AWD_15B21120FVB110045_1540_15B21117D00000001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B10220FVB230007,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-01-22T17:58:43Z,P00002,344.89,NA,NA,Q,1,"SEVEN CORNERS, INC",CARMEL,IN,460325631,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,FCI ASHLAND COMPREHENSIVE MEDICAL SERVICES,https://www.usaspending.gov/award/CONT_AWD_15B10220FVB230007_1540_15B10219D00000002_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B51720FVB210004,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-01-22T17:58:43Z,P00003,567.31,NA,NA,Q,1,"SEVEN CORNERS, INC",CARMEL,IN,770023505,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES FOR FDC HOUSTON,https://www.usaspending.gov/award/CONT_AWD_15B51720FVB210004_1540_DJBP051700000016_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B61220FVB110111,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-01-22T17:58:43Z,P00001,-4880,NA,NA,Q,1,"INTEGRATED MEDICAL SOLUTIONS, INC",MANSFIELD,TX,760632721,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES FOR FCI SHERIDAN.,https://www.usaspending.gov/award/CONT_AWD_15B61220FVB110111_1540_15B61220D00000001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B61220FVB110110,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-01-23T21:58:29Z,P00001,-4818.75,NA,NA,Q,1,"INTEGRATED MEDICAL SOLUTIONS, INC",MANSFIELD,TX,760632721,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES FOR FCI SHERIDAN.,https://www.usaspending.gov/award/CONT_AWD_15B61220FVB110110_1540_15B61220D00000001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B21120FVB110050,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-01-23T21:58:29Z,P00002,-1708,NA,NA,Q,1,"AKESO CARE MANAGEMENT, INC.",INDIANAPOLIS,IN,109630600,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,AUGUST ON-SITE MEDICAL SERVICES FOR FCI OTISVILLE,https://www.usaspending.gov/award/CONT_AWD_15B21120FVB110050_1540_15B21117D00000001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B61020FVB210053,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-01-23T21:58:29Z,P00005,19681.93,779.4,187612.58,N,1,"INTEGRATED MEDICAL SOLUTIONS, INC",MANSFIELD,TX,921016030,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,BPA CALL,IMSI OUTSIDE HOSPITAL BILLING SERVICES FOR FY 20 - COVID-19 PATIENTS ONLY - BOTH BOP AND USMS INMATES  AUGUST AND SEPTEMBER 2020,https://www.usaspending.gov/award/CONT_AWD_15B61020FVB210053_1540_DJBP0610BPA15001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B31720FVB230030,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-01-22T17:58:43Z,P00002,-29498.17,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,352162158,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,"PLEASE MODIFY PURCHASE ORDER VB230030 FOR NAPHCARE DECREASE THE ESTIMATED OBLIGATION BY $29,498.17 FOR THE MONTH OF SEPTEMBER. PO AMOUNT: $66,930.03  NEW AMOUNT: $37,431.86",https://www.usaspending.gov/award/CONT_AWD_15B31720FVB230030_1540_15B31720D00000002_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B31520PVB120226,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-15,2021-02-27T13:19:19Z,P00001,20665.88,NA,NA,Q,1,"SEVEN CORNERS, INC",CARMEL,IN,391940005,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,"THIS MODIFICATION TO VB120266 WILL INCREASE BY ADDING $20,665.88.  THE PURCHASE ORDER AMOUNT WILL BECOME $140,665.88.",https://www.usaspending.gov/award/CONT_AWD_15B31520PVB120226_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B60618PTB210013,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-14,2021-02-23T14:10:07Z,P00003,-48203.67,NA,NA,Q,1,"INTEGRATED MEDICAL SOLUTIONS, INC",MANSFIELD,TX,900333401,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,MEDICAL COMPREHENSIVE FOR MDC LA - JUN 2018  (USM INMATES ONLY),https://www.usaspending.gov/award/CONT_AWD_15B60618PTB210013_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
W81K0218P0025,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,2020-12-14,2021-02-22T11:46:57Z,P00007,0,NA,NA,Q,1,"KILI, LLC",HONOLULU,HI,968595000,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,"DIAGNOSTIC MEDICAL SONOGRAPHER SERVICES FOR TAMC, HI - ASSIGNMENT OF CLAIMS",https://www.usaspending.gov/award/CONT_AWD_W81K0218P0025_9700_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B62020PVB210002,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-14,2021-02-22T11:46:57Z,P00002,-2539.3,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,352162158,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,NOVEMBER OUTSIDE MEDICAL SERVICES FY20,https://www.usaspending.gov/award/CONT_AWD_15B62020PVB210002_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
75N95019C00074,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),NATIONAL INSTITUTES OF HEALTH,2020-12-14,2021-02-23T14:10:07Z,P00002,0,NA,NA,Q,1,"SUBURBAN HOSPITAL, INC",BETHESDA,MD,208141422,TRUE,TRUE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DEFINITIVE CONTRACT,CLINICAL SUPPORT SERVICES FOR THE RESEARCH EFFORTS OF THE STROKE BRANCH,https://www.usaspending.gov/award/CONT_AWD_75N95019C00074_7529_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
FA309919F0007,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,2020-12-14,2021-03-04T16:25:40Z,P00007,-2010.31,NA,39143.76,N|Q,2,"ENTERPRISE RESOURCE PLANNING INTERNATIONAL, LLC",LAUREL,MD,788435213,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,DE-OBLIGATE FY20 OPTION YEAR 1,https://www.usaspending.gov/award/CONT_AWD_FA309919F0007_9700_HT005018D0019_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
N6264519F0325,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,2020-12-14,2021-02-20T11:53:30Z,P00007,247192.85,NA,-1355.84,N|Q,2,"DONALD L MOONEY ENTERPRISES, LLC",SAN ANTONIO,TX,983121898,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,REGISTERED NURSE CASE MANAGERS,https://www.usaspending.gov/award/CONT_AWD_N6264519F0325_9700_HT005018D0030_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B62020PVB210013,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-14,2021-01-19T12:07:49Z,P00003,2539.3,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,936409703,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,CATASTROPHIC OUTSIDE MEDICAL SERVICES FOR EPISODE OF CARE,https://www.usaspending.gov/award/CONT_AWD_15B62020PVB210013_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B31220PVB210005,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-14,2021-02-27T13:19:19Z,P00004,11429.3,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,325095124,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,"COMPREHENSIVE MEDICAL SERVICES FOR INMATES AT FPC PENSACOLA, FEBRUARY 2020.",https://www.usaspending.gov/award/CONT_AWD_15B31220PVB210005_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B31220PVB210018,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-14,2021-02-25T14:14:52Z,P00003,295.45,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,325095124,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,"COMPREHENSIVE MEDICAL SERVICES PER 15B31219PVB210007 FOR INMATE LEWIS, LAWRENCE #70694-018 AT THE FEDERAL PRISON CAMP, PENSACOLA, FL. ADMISSION: 04/22/2020",https://www.usaspending.gov/award/CONT_AWD_15B31220PVB210018_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B31220PVB210009,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-14,2021-02-27T13:19:19Z,P00003,50.95,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,325095124,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,"COMPREHENSIVE MEDICAL SERVICES FOR INMATES AT FPC PENSACOLA, JUNE 2020.",https://www.usaspending.gov/award/CONT_AWD_15B31220PVB210009_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
FA461020F0029,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,2020-12-14,2021-02-19T16:14:36Z,P00002,121676.8,NA,-96400,N|Q,2,"ARORA GROUP, INC., THE",GAITHERSBURG,MD,934376307,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,"LICENSED CLINICAL SOCIAL WORKER - BEHAVIORAL HEALTH CONSULTANT, 1 FULL TIME EMPLOYEE",https://www.usaspending.gov/award/CONT_AWD_FA461020F0029_9700_HT005018D0035_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
75H71521C00001,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),INDIAN HEALTH SERVICE,2020-12-14,2021-02-24T10:39:16Z,0,352639,NA,352639,L|N|P,3,NIAGARA FALLS MEMORIAL MEDICAL CENTER INC,NIAGARA FALLS,NY,140945368,TRUE,TRUE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DEFINITIVE CONTRACT,TUSCARORA COVID-19 TESTING SERVICES,https://www.usaspending.gov/award/CONT_AWD_75H71521C00001_7527_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
FA486119FB018,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,2020-12-13,2021-02-20T11:53:30Z,P00003,247921.92,NA,NA,Q,1,"AMG HEALTHCARE SERVICES, INC.",MIAMI,FL,891917063,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,OPTION YEAR 2 FOR DENTAL HYGIENISTS,https://www.usaspending.gov/award/CONT_AWD_FA486119FB018_9700_HT005018D0001_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
FA486116CB101,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,2020-12-11,2021-02-24T10:39:16Z,P00014,128772.8,NA,95256,N|Q,2,"GLOBAL CONSULTING INTERNATIONAL, INC.",SALT LAKE CITY,UT,891910503,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DEFINITIVE CONTRACT,"ADD ADDITIONAL REGULAR, OVERAGE AND ON CALL HOURS.",https://www.usaspending.gov/award/CONT_AWD_FA486116CB101_9700_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
HT001418F0478,DEPARTMENT OF DEFENSE (DOD),DEFENSE HEALTH AGENCY (DHA),2020-12-11,2021-02-20T11:53:30Z,P00016,363206.4,NA,-342925.49,N|Q,2,"ROYSTER GROUP, INC., THE",ATLANTA,GA,208890001,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,"ECC PHYSICIAN, JBA",https://www.usaspending.gov/award/CONT_AWD_HT001418F0478_9700_HT005018D0013_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
W81K0019F0241,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,2020-12-11,2021-03-08T13:13:40Z,P00006,-51223.91,NA,NA,Q,1,"LUKE & ASSOCIATES, INC.",ROCKLEDGE,FL,654731317,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,PHYSICIAN REGULAR HOURS,https://www.usaspending.gov/award/CONT_AWD_W81K0019F0241_9700_HT005018D0032_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
N6264519F0427,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,2020-12-11,2021-02-20T11:53:30Z,P00010,2014787.52,NA,129272.64,N|Q,2,OMV MEDICAL INC.,TAKOMA PARK,MD,237082197,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,PSYCHIATRIC TECHNICIAN OR LPN/LVN,https://www.usaspending.gov/award/CONT_AWD_N6264519F0427_9700_HT005018D0021_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B61920FVB210009,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-11,2021-01-22T17:58:43Z,P00009,430.03,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,895012265,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,BPA CALL,OUTSIDE MEDICAL SERVICES FOR INMATES JANUARY 2020,https://www.usaspending.gov/award/CONT_AWD_15B61920FVB210009_1540_DJBP0619BPA14008_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B30320FVB230003,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-11,2021-01-22T17:58:43Z,P00004,45270.3,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,298244503,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,BPA CALL,COMPREHENSIVE HOSPITAL SERVICES,https://www.usaspending.gov/award/CONT_AWD_15B30320FVB230003_1540_15B30320AVBPA0001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
N6264519F0417,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,2020-12-11,2021-02-20T11:53:30Z,P00007,2549156.88,NA,49375.21,N|Q,2,"LUKE & ASSOCIATES, INC.",ROCKLEDGE,FL,237082197,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,CLINICAL PHARMACIST,https://www.usaspending.gov/award/CONT_AWD_N6264519F0417_9700_HT005018D0032_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B61920FVB210031,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-11,2021-01-23T21:58:29Z,P00005,-3513.38,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,895012265,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,BPA CALL,OUTSIDE MEDICAL SERVICES FOR INMATES JULY 2020,https://www.usaspending.gov/award/CONT_AWD_15B61920FVB210031_1540_DJBP0619BPA14008_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
N6264519F0580,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,2020-12-11,2021-02-28T12:08:47Z,P00013,34634.78,NA,-57466.04,N|Q,2,"LUKE & ASSOCIATES, INC.",ROCKLEDGE,FL,063492324,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,VARIOUS ANCILLARY SERVICES FOR NHCNE,https://www.usaspending.gov/award/CONT_AWD_N6264519F0580_9700_HT005018D0032_9700/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B12120PVB250044,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-11,2021-02-22T11:46:57Z,P00006,0.91,NA,NA,Q,1,"WEST VIRGINIA UNIVERSITY HOSPITALS, INC.",MORGANTOWN,WV,265061200,FALSE,TRUE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,EMERGENCY HOSPITAL SERVICES FOR INMATES INCARCERATED AT FCC HAZELTON.,https://www.usaspending.gov/award/CONT_AWD_15B12120PVB250044_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15B10120PVB210023,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-11,2021-02-28T12:02:43Z,P00005,124.33,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,249100990,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,"COMPREHENSIVE MEDICAL SERVICES- OUTSIDE MEDICAL, FPC ALDERSON, WV- JANUARY 1, 2020-JANUARY 31, 2020",https://www.usaspending.gov/award/CONT_AWD_15B10120PVB210023_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
15BNYM20FVB220005,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-12-11,2021-01-22T17:58:43Z,P00001,1324065.81,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,352162158,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,BPA CALL,COMPREHENSIVE MEDICAL FOR DESIGNATED INMATES,https://www.usaspending.gov/award/CONT_AWD_15BNYM20FVB220005_1540_DJBP0214BPA15001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H15M54S39_1.csv
